ID method mode dataset model summarization include_ranking include_examples parameters llm
1538 kelpie++ necessary DB50K ConvE bisimulation 0 0 22 Mixtral
1539 kelpie++ necessary DB50K ConvE simulation 0 1 22 Mixtral
1540 kelpie++ necessary DB50K ConvE bisimulation 0 1 22 Mixtral
1541 kelpie++ necessary DB50K ConvE simulation 1 0 22 Mixtral
1542 kelpie++ necessary DB50K ConvE bisimulation 1 0 22 Mixtral
1543 kelpie++ necessary DB50K ConvE simulation 1 1 22 Mixtral
1544 kelpie++ necessary DB50K ConvE bisimulation 1 1 22 Mixtral
1545 kelpie++ necessary DB50K ComplEx simulation 0 0 22 Mixtral
1546 kelpie++ necessary DB50K ComplEx bisimulation 0 0 22 Mixtral
1547 kelpie++ necessary DB50K ComplEx simulation 0 1 22 Mixtral
1548 kelpie++ necessary DB50K ComplEx bisimulation 0 1 22 Mixtral
1549 kelpie++ necessary DB50K ComplEx simulation 1 0 22 Mixtral
1550 kelpie++ necessary DB50K ComplEx bisimulation 1 0 22 Mixtral
1551 kelpie++ necessary DB50K ComplEx simulation 1 1 22 Mixtral
1552 kelpie++ necessary DB50K ComplEx bisimulation 1 1 22 Mixtral
1553 kelpie++ necessary DB50K TransE simulation 0 0 22 Mixtral
1554 kelpie++ necessary DB50K TransE bisimulation 0 0 22 Mixtral
1555 kelpie++ necessary DB50K TransE simulation 0 1 22 Mixtral
1556 kelpie++ necessary DB50K TransE bisimulation 0 1 22 Mixtral
1557 kelpie++ necessary DB50K TransE simulation 1 0 22 Mixtral
1558 kelpie++ necessary DB50K TransE bisimulation 1 0 22 Mixtral
1559 kelpie++ necessary DB50K TransE simulation 1 1 22 Mixtral
1560 kelpie++ necessary DB50K TransE bisimulation 1 1 22 Mixtral
1561 kelpie++ necessary DB100K ConvE simulation 0 0 22 Mixtral
1562 kelpie++ necessary DB100K ConvE bisimulation 0 0 22 Mixtral
1563 kelpie++ necessary DB100K ConvE simulation 0 1 22 Mixtral
1564 kelpie++ necessary DB100K ConvE bisimulation 0 1 22 Mixtral
1565 kelpie++ necessary DB100K ConvE simulation 1 0 22 Mixtral
1566 kelpie++ necessary DB100K ConvE bisimulation 1 0 22 Mixtral
1567 kelpie++ necessary DB100K ConvE simulation 1 1 22 Mixtral
1568 kelpie++ necessary DB100K ConvE bisimulation 1 1 22 Mixtral
1569 kelpie++ necessary DB100K ComplEx simulation 0 0 22 Mixtral
1570 kelpie++ necessary DB100K ComplEx bisimulation 0 0 22 Mixtral
1571 kelpie++ necessary DB100K ComplEx simulation 0 1 22 Mixtral
1572 kelpie++ necessary DB100K ComplEx bisimulation 0 1 22 Mixtral
1573 kelpie++ necessary DB100K ComplEx simulation 1 0 22 Mixtral
1574 kelpie++ necessary DB100K ComplEx bisimulation 1 0 22 Mixtral
1575 kelpie++ necessary DB100K ComplEx simulation 1 1 22 Mixtral
1576 kelpie++ necessary DB100K ComplEx bisimulation 1 1 22 Mixtral
1577 kelpie++ necessary DB100K TransE simulation 0 0 22 Mixtral
1578 kelpie++ necessary DB100K TransE bisimulation 0 0 22 Mixtral
1579 kelpie++ necessary DB100K TransE simulation 0 1 22 Mixtral
1580 kelpie++ necessary DB100K TransE bisimulation 0 1 22 Mixtral
1581 kelpie++ necessary DB100K TransE simulation 1 0 22 Mixtral
1582 kelpie++ necessary DB100K TransE bisimulation 1 0 22 Mixtral
1583 kelpie++ necessary DB100K TransE simulation 1 1 22 Mixtral
1584 kelpie++ necessary DB100K TransE bisimulation 1 1 22 Mixtral
1585 kelpie++ necessary YAGO4-20 ConvE simulation 0 0 22 Mixtral
1586 kelpie++ necessary YAGO4-20 ConvE bisimulation 0 0 22 Mixtral
1587 kelpie++ necessary YAGO4-20 ConvE simulation 0 1 22 Mixtral
1588 kelpie++ necessary YAGO4-20 ConvE bisimulation 0 1 22 Mixtral
1589 kelpie++ necessary YAGO4-20 ConvE simulation 1 0 22 Mixtral
1590 kelpie++ necessary YAGO4-20 ConvE bisimulation 1 0 22 Mixtral
1591 kelpie++ necessary YAGO4-20 ConvE simulation 1 1 22 Mixtral
1592 kelpie++ necessary YAGO4-20 ConvE bisimulation 1 1 22 Mixtral
1593 kelpie++ necessary YAGO4-20 ComplEx simulation 0 0 22 Mixtral
1594 kelpie++ necessary YAGO4-20 ComplEx bisimulation 0 0 22 Mixtral
1595 kelpie++ necessary YAGO4-20 ComplEx simulation 0 1 22 Mixtral
1596 kelpie++ necessary YAGO4-20 ComplEx bisimulation 0 1 22 Mixtral
1597 kelpie++ necessary YAGO4-20 ComplEx simulation 1 0 22 Mixtral
1598 kelpie++ necessary YAGO4-20 ComplEx bisimulation 1 0 22 Mixtral
1599 kelpie++ necessary YAGO4-20 ComplEx simulation 1 1 22 Mixtral
1600 kelpie++ necessary YAGO4-20 ComplEx bisimulation 1 1 22 Mixtral
1601 kelpie++ necessary YAGO4-20 TransE simulation 0 0 22 Mixtral
1602 kelpie++ necessary YAGO4-20 TransE bisimulation 0 0 22 Mixtral
1603 kelpie++ necessary YAGO4-20 TransE simulation 0 1 22 Mixtral
1604 kelpie++ necessary YAGO4-20 TransE bisimulation 0 1 22 Mixtral
1605 kelpie++ necessary YAGO4-20 TransE simulation 1 0 22 Mixtral
1606 kelpie++ necessary YAGO4-20 TransE bisimulation 1 0 22 Mixtral
1607 kelpie++ necessary YAGO4-20 TransE simulation 1 1 22 Mixtral
1608 kelpie++ necessary YAGO4-20 TransE bisimulation 1 1 22 Mixtral
1609 kelpie++ sufficient DB50K ConvE simulation 0 0 22 Mixtral
1610 kelpie++ sufficient DB50K ConvE bisimulation 0 0 22 Mixtral
1611 kelpie++ sufficient DB50K ConvE simulation 0 1 22 Mixtral
1612 kelpie++ sufficient DB50K ConvE bisimulation 0 1 22 Mixtral
1613 kelpie++ sufficient DB50K ConvE simulation 1 0 22 Mixtral
1614 kelpie++ sufficient DB50K ConvE bisimulation 1 0 22 Mixtral
1615 kelpie++ sufficient DB50K ConvE simulation 1 1 22 Mixtral
1616 kelpie++ sufficient DB50K ConvE bisimulation 1 1 22 Mixtral
1617 kelpie++ sufficient DB50K ComplEx simulation 0 0 22 Mixtral
1618 kelpie++ sufficient DB50K ComplEx bisimulation 0 0 22 Mixtral
1619 kelpie++ sufficient DB50K ComplEx simulation 0 1 22 Mixtral
1620 kelpie++ sufficient DB50K ComplEx bisimulation 0 1 22 Mixtral
1621 kelpie++ sufficient DB50K ComplEx simulation 1 0 22 Mixtral
1622 kelpie++ sufficient DB50K ComplEx bisimulation 1 0 22 Mixtral
1623 kelpie++ sufficient DB50K ComplEx simulation 1 1 22 Mixtral
1624 kelpie++ sufficient DB50K ComplEx bisimulation 1 1 22 Mixtral
1625 kelpie++ sufficient DB50K TransE simulation 0 0 22 Mixtral
1626 kelpie++ sufficient DB50K TransE bisimulation 0 0 22 Mixtral
1627 kelpie++ sufficient DB50K TransE simulation 0 1 22 Mixtral
1628 kelpie++ sufficient DB50K TransE bisimulation 0 1 22 Mixtral
1629 kelpie++ sufficient DB50K TransE simulation 1 0 22 Mixtral
1630 kelpie++ sufficient DB50K TransE bisimulation 1 0 22 Mixtral
1631 kelpie++ sufficient DB50K TransE simulation 1 1 22 Mixtral
1632 kelpie++ sufficient DB50K TransE bisimulation 1 1 22 Mixtral
1633 kelpie++ sufficient DB100K ConvE simulation 0 0 22 Mixtral
1634 kelpie++ sufficient DB100K ConvE bisimulation 0 0 22 Mixtral
1635 kelpie++ sufficient DB100K ConvE simulation 0 1 22 Mixtral
1636 kelpie++ sufficient DB100K ConvE bisimulation 0 1 22 Mixtral
1637 kelpie++ sufficient DB100K ConvE simulation 1 0 22 Mixtral
1638 kelpie++ sufficient DB100K ConvE bisimulation 1 0 22 Mixtral
1639 kelpie++ sufficient DB100K ConvE simulation 1 1 22 Mixtral
1640 kelpie++ sufficient DB100K ConvE bisimulation 1 1 22 Mixtral
1641 kelpie++ sufficient DB100K ComplEx simulation 0 0 22 Mixtral
1642 kelpie++ sufficient DB100K ComplEx bisimulation 0 0 22 Mixtral
1643 kelpie++ sufficient DB100K ComplEx simulation 0 1 22 Mixtral
1644 kelpie++ sufficient DB100K ComplEx bisimulation 0 1 22 Mixtral
1645 kelpie++ sufficient DB100K ComplEx simulation 1 0 22 Mixtral
1646 kelpie++ sufficient DB100K ComplEx bisimulation 1 0 22 Mixtral
1647 kelpie++ sufficient DB100K ComplEx simulation 1 1 22 Mixtral
1648 kelpie++ sufficient DB100K ComplEx bisimulation 1 1 22 Mixtral
1649 kelpie++ sufficient DB100K TransE simulation 0 0 22 Mixtral
1650 kelpie++ sufficient DB100K TransE bisimulation 0 0 22 Mixtral
1651 kelpie++ sufficient DB100K TransE simulation 0 1 22 Mixtral
1652 kelpie++ sufficient DB100K TransE bisimulation 0 1 22 Mixtral
1653 kelpie++ sufficient DB100K TransE simulation 1 0 22 Mixtral
1654 kelpie++ sufficient DB100K TransE bisimulation 1 0 22 Mixtral
1655 kelpie++ sufficient DB100K TransE simulation 1 1 22 Mixtral
1656 kelpie++ sufficient DB100K TransE bisimulation 1 1 22 Mixtral
1657 kelpie++ sufficient YAGO4-20 ConvE simulation 0 0 22 Mixtral
1658 kelpie++ sufficient YAGO4-20 ConvE bisimulation 0 0 22 Mixtral
1659 kelpie++ sufficient YAGO4-20 ConvE simulation 0 1 22 Mixtral
1660 kelpie++ sufficient YAGO4-20 ConvE bisimulation 0 1 22 Mixtral
1661 kelpie++ sufficient YAGO4-20 ConvE simulation 1 0 22 Mixtral
1662 kelpie++ sufficient YAGO4-20 ConvE bisimulation 1 0 22 Mixtral
1663 kelpie++ sufficient YAGO4-20 ConvE simulation 1 1 22 Mixtral
1664 kelpie++ sufficient YAGO4-20 ConvE bisimulation 1 1 22 Mixtral
1665 kelpie++ sufficient YAGO4-20 ComplEx simulation 0 0 22 Mixtral
1666 kelpie++ sufficient YAGO4-20 ComplEx bisimulation 0 0 22 Mixtral
1667 kelpie++ sufficient YAGO4-20 ComplEx simulation 0 1 22 Mixtral
1668 kelpie++ sufficient YAGO4-20 ComplEx bisimulation 0 1 22 Mixtral
1669 kelpie++ sufficient YAGO4-20 ComplEx simulation 1 0 22 Mixtral
1670 kelpie++ sufficient YAGO4-20 ComplEx bisimulation 1 0 22 Mixtral
1671 kelpie++ sufficient YAGO4-20 ComplEx simulation 1 1 22 Mixtral
1672 kelpie++ sufficient YAGO4-20 ComplEx bisimulation 1 1 22 Mixtral
1673 kelpie++ sufficient YAGO4-20 TransE simulation 0 0 22 Mixtral
1674 kelpie++ sufficient YAGO4-20 TransE bisimulation 0 0 22 Mixtral
1675 kelpie++ sufficient YAGO4-20 TransE simulation 0 1 22 Mixtral
1676 kelpie++ sufficient YAGO4-20 TransE bisimulation 0 1 22 Mixtral
1677 kelpie++ sufficient YAGO4-20 TransE simulation 1 0 22 Mixtral
1678 kelpie++ sufficient YAGO4-20 TransE bisimulation 1 0 22 Mixtral
1679 kelpie++ sufficient YAGO4-20 TransE simulation 1 1 22 Mixtral
1680 kelpie++ sufficient YAGO4-20 TransE bisimulation 1 1 22 Mixtral
1681 GEnI None FB15k-237 TransE None 0 0 22 Mixtral
1682 GEnI None FB15k-237 TransE None 0 1 22 Mixtral
1683 GEnI None FB15k-237 TransE None 1 0 22 Mixtral
1684 GEnI None FB15k-237 TransE None 1 1 22 Mixtral
1685 GEnI None FB15k-237 ComplEx None 0 0 22 Mixtral
1686 GEnI None FB15k-237 ComplEx None 0 1 22 Mixtral
1687 GEnI None FB15k-237 ComplEx None 1 0 22 Mixtral
1688 GEnI None FB15k-237 ComplEx None 1 1 22 Mixtral
1689 GEnI None WN18RR TransE None 0 0 22 Mixtral
1690 GEnI None WN18RR TransE None 0 1 22 Mixtral
1691 GEnI None WN18RR TransE None 1 0 22 Mixtral
1692 GEnI None WN18RR TransE None 1 1 22 Mixtral
1693 GEnI None WN18RR ComplEx None 0 0 22 Mixtral
1694 GEnI None WN18RR ComplEx None 0 1 22 Mixtral
1695 GEnI None WN18RR ComplEx None 1 0 22 Mixtral
1696 GEnI None WN18RR ComplEx None 1 1 22 Mixtral
1697 GEnI None YAGO3-10 TransE None 0 0 22 Mixtral
1698 GEnI None YAGO3-10 TransE None 0 1 22 Mixtral
1699 GEnI None YAGO3-10 TransE None 1 0 22 Mixtral
1700 GEnI None YAGO3-10 TransE None 1 1 22 Mixtral
1701 GEnI None YAGO3-10 ComplEx None 0 0 22 Mixtral
1702 GEnI None YAGO3-10 ComplEx None 0 1 22 Mixtral
1703 GEnI None YAGO3-10 ComplEx None 1 0 22 Mixtral
1704 GEnI None YAGO3-10 ComplEx None 1 1 22 Mixtral
1705 GEnI None DB50K TransE None 0 0 22 Mixtral
1706 GEnI None DB50K TransE None 0 1 22 Mixtral
1707 GEnI None DB50K TransE None 1 0 22 Mixtral
1708 GEnI None DB50K TransE None 1 1 22 Mixtral
1709 GEnI None DB50K ComplEx None 0 0 22 Mixtral
1710 GEnI None DB50K ComplEx None 0 1 22 Mixtral
1711 GEnI None DB50K ComplEx None 1 0 22 Mixtral
1712 GEnI None DB50K ComplEx None 1 1 22 Mixtral
1713 GEnI None DB100K TransE None 0 0 22 Mixtral
1714 GEnI None DB100K TransE None 0 1 22 Mixtral
1715 GEnI None DB100K TransE None 1 0 22 Mixtral
1716 GEnI None DB100K TransE None 1 1 22 Mixtral
1717 GEnI None DB100K ComplEx None 0 0 22 Mixtral
1718 GEnI None DB100K ComplEx None 0 1 22 Mixtral
1719 GEnI None DB100K ComplEx None 1 0 22 Mixtral
1720 GEnI None DB100K ComplEx None 1 1 22 Mixtral
1721 GEnI None YAGO4-20 TransE None 0 0 22 Mixtral
1722 GEnI None YAGO4-20 TransE None 0 1 22 Mixtral
1723 GEnI None YAGO4-20 TransE None 1 0 22 Mixtral
1724 GEnI None YAGO4-20 TransE None 1 1 22 Mixtral
1725 GEnI None YAGO4-20 ComplEx None 0 0 22 Mixtral
1726 GEnI None YAGO4-20 ComplEx None 0 1 22 Mixtral
1727 GEnI None YAGO4-20 ComplEx None 1 0 22 Mixtral
1728 GEnI None YAGO4-20 ComplEx None 1 1 22 Mixtral
1729 criage necessary DB50K ConvE None 0 0 7 Mixtral
1730 criage necessary DB50K ConvE None 0 1 7 Mixtral
1731 criage necessary DB50K ConvE None 1 0 7 Mixtral
1732 criage necessary DB50K ConvE None 1 1 7 Mixtral
1733 criage necessary DB50K ComplEx None 0 0 7 Mixtral
1734 criage necessary DB50K ComplEx None 0 1 7 Mixtral
1735 criage necessary DB50K ComplEx None 1 0 7 Mixtral
1736 criage necessary DB50K ComplEx None 1 1 7 Mixtral
1737 criage necessary DB100K ConvE None 0 0 7 Mixtral
1738 criage necessary DB100K ConvE None 0 1 7 Mixtral
1739 criage necessary DB100K ConvE None 1 0 7 Mixtral
1740 criage necessary DB100K ConvE None 1 1 7 Mixtral
1741 criage necessary DB100K ComplEx None 0 0 7 Mixtral
1742 criage necessary DB100K ComplEx None 0 1 7 Mixtral
1743 criage necessary DB100K ComplEx None 1 0 7 Mixtral
1744 criage necessary DB100K ComplEx None 1 1 7 Mixtral
1745 criage necessary YAGO4-20 ConvE None 0 0 7 Mixtral
1746 criage necessary YAGO4-20 ConvE None 0 1 7 Mixtral
1747 criage necessary YAGO4-20 ConvE None 1 0 7 Mixtral
1748 criage necessary YAGO4-20 ConvE None 1 1 7 Mixtral
1749 criage necessary YAGO4-20 ComplEx None 0 0 7 Mixtral
1750 criage necessary YAGO4-20 ComplEx None 0 1 7 Mixtral
1751 criage necessary YAGO4-20 ComplEx None 1 0 7 Mixtral
1752 criage necessary YAGO4-20 ComplEx None 1 1 7 Mixtral
1753 criage necessary FB15k-237 ConvE None 0 0 7 Mixtral
1754 criage necessary FB15k-237 ConvE None 0 1 7 Mixtral
1755 criage necessary FB15k-237 ConvE None 1 0 7 Mixtral
1756 criage necessary FB15k-237 ConvE None 1 1 7 Mixtral
1757 criage necessary FB15k-237 ComplEx None 0 0 7 Mixtral
1758 criage necessary FB15k-237 ComplEx None 0 1 7 Mixtral
1759 criage necessary FB15k-237 ComplEx None 1 0 7 Mixtral
1760 criage necessary FB15k-237 ComplEx None 1 1 7 Mixtral
1761 criage necessary WN18RR ConvE None 0 0 7 Mixtral
1762 criage necessary WN18RR ConvE None 0 1 7 Mixtral
1763 criage necessary WN18RR ConvE None 1 0 7 Mixtral
1764 criage necessary WN18RR ConvE None 1 1 7 Mixtral
1765 criage necessary WN18RR ComplEx None 0 0 7 Mixtral
1766 criage necessary WN18RR ComplEx None 0 1 7 Mixtral
1767 criage necessary WN18RR ComplEx None 1 0 7 Mixtral
1768 criage necessary WN18RR ComplEx None 1 1 7 Mixtral
1769 criage necessary YAGO3-10 ConvE None 0 0 7 Mixtral
1770 criage necessary YAGO3-10 ConvE None 0 1 7 Mixtral
1771 criage necessary YAGO3-10 ConvE None 1 0 7 Mixtral
1772 criage necessary YAGO3-10 ConvE None 1 1 7 Mixtral
1773 criage necessary YAGO3-10 ComplEx None 0 0 7 Mixtral
1774 criage necessary YAGO3-10 ComplEx None 0 1 7 Mixtral
1775 criage necessary YAGO3-10 ComplEx None 1 0 7 Mixtral
1776 criage necessary YAGO3-10 ComplEx None 1 1 7 Mixtral
1777 criage sufficient DB50K ConvE None 0 0 7 Mixtral
1778 criage sufficient DB50K ConvE None 0 1 7 Mixtral
1779 criage sufficient DB50K ConvE None 1 0 7 Mixtral
1780 criage sufficient DB50K ConvE None 1 1 7 Mixtral
1781 criage sufficient DB50K ComplEx None 0 0 7 Mixtral
1782 criage sufficient DB50K ComplEx None 0 1 7 Mixtral
1783 criage sufficient DB50K ComplEx None 1 0 7 Mixtral
1784 criage sufficient DB50K ComplEx None 1 1 7 Mixtral
1785 criage sufficient DB100K ConvE None 0 0 7 Mixtral
1786 criage sufficient DB100K ConvE None 0 1 7 Mixtral
1787 criage sufficient DB100K ConvE None 1 0 7 Mixtral
1788 criage sufficient DB100K ConvE None 1 1 7 Mixtral
1789 criage sufficient DB100K ComplEx None 0 0 7 Mixtral
1790 criage sufficient DB100K ComplEx None 0 1 7 Mixtral
1791 criage sufficient DB100K ComplEx None 1 0 7 Mixtral
1792 criage sufficient DB100K ComplEx None 1 1 7 Mixtral
1793 criage sufficient YAGO4-20 ConvE None 0 0 7 Mixtral
1794 criage sufficient YAGO4-20 ConvE None 0 1 7 Mixtral
1795 criage sufficient YAGO4-20 ConvE None 1 0 7 Mixtral
1796 criage sufficient YAGO4-20 ConvE None 1 1 7 Mixtral
1797 criage sufficient YAGO4-20 ComplEx None 0 0 7 Mixtral
1798 criage sufficient YAGO4-20 ComplEx None 0 1 7 Mixtral
1799 criage sufficient YAGO4-20 ComplEx None 1 0 7 Mixtral
1800 criage sufficient YAGO4-20 ComplEx None 1 1 7 Mixtral
1801 criage sufficient FB15k-237 ConvE None 0 0 7 Mixtral
1802 criage sufficient FB15k-237 ConvE None 0 1 7 Mixtral
1803 criage sufficient FB15k-237 ConvE None 1 0 7 Mixtral
1804 criage sufficient FB15k-237 ConvE None 1 1 7 Mixtral
1805 criage sufficient FB15k-237 ComplEx None 0 0 7 Mixtral
1806 criage sufficient FB15k-237 ComplEx None 0 1 7 Mixtral
1807 criage sufficient FB15k-237 ComplEx None 1 0 7 Mixtral
1808 criage sufficient FB15k-237 ComplEx None 1 1 7 Mixtral
1809 criage sufficient WN18RR ConvE None 0 0 7 Mixtral
1810 criage sufficient WN18RR ConvE None 0 1 7 Mixtral
1811 criage sufficient WN18RR ConvE None 1 0 7 Mixtral
1812 criage sufficient WN18RR ConvE None 1 1 7 Mixtral
1813 criage sufficient WN18RR ComplEx None 0 0 7 Mixtral
1814 criage sufficient WN18RR ComplEx None 0 1 7 Mixtral
1815 criage sufficient WN18RR ComplEx None 1 0 7 Mixtral
1816 criage sufficient WN18RR ComplEx None 1 1 7 Mixtral
1817 criage sufficient YAGO3-10 ConvE None 0 0 7 Mixtral
1818 criage sufficient YAGO3-10 ConvE None 0 1 7 Mixtral
1819 criage sufficient YAGO3-10 ConvE None 1 0 7 Mixtral
1820 criage sufficient YAGO3-10 ConvE None 1 1 7 Mixtral
1821 criage sufficient YAGO3-10 ComplEx None 0 0 7 Mixtral
1822 criage sufficient YAGO3-10 ComplEx None 0 1 7 Mixtral
1823 criage sufficient YAGO3-10 ComplEx None 1 0 7 Mixtral
1824 criage sufficient YAGO3-10 ComplEx None 1 1 7 Mixtral
1825 data-poisoning necessary DB50K ConvE None 0 0 7 Mixtral
1826 data-poisoning necessary DB50K ConvE None 0 1 7 Mixtral
1827 data-poisoning necessary DB50K ConvE None 1 0 7 Mixtral
1828 data-poisoning necessary DB50K ConvE None 1 1 7 Mixtral
1829 data-poisoning necessary DB50K ComplEx None 0 0 7 Mixtral
1830 data-poisoning necessary DB50K ComplEx None 0 1 7 Mixtral
1831 data-poisoning necessary DB50K ComplEx None 1 0 7 Mixtral
1832 data-poisoning necessary DB50K ComplEx None 1 1 7 Mixtral
1833 data-poisoning necessary DB50K TransE None 0 0 7 Mixtral
1834 data-poisoning necessary DB50K TransE None 0 1 7 Mixtral
1835 data-poisoning necessary DB50K TransE None 1 0 7 Mixtral
1836 data-poisoning necessary DB50K TransE None 1 1 7 Mixtral
1837 data-poisoning necessary DB100K ConvE None 0 0 7 Mixtral
1838 data-poisoning necessary DB100K ConvE None 0 1 7 Mixtral
1839 data-poisoning necessary DB100K ConvE None 1 0 7 Mixtral
1840 data-poisoning necessary DB100K ConvE None 1 1 7 Mixtral
1841 data-poisoning necessary DB100K ComplEx None 0 0 7 Mixtral
1842 data-poisoning necessary DB100K ComplEx None 0 1 7 Mixtral
1843 data-poisoning necessary DB100K ComplEx None 1 0 7 Mixtral
1844 data-poisoning necessary DB100K ComplEx None 1 1 7 Mixtral
1845 data-poisoning necessary DB100K TransE None 0 0 7 Mixtral
1846 data-poisoning necessary DB100K TransE None 0 1 7 Mixtral
1847 data-poisoning necessary DB100K TransE None 1 0 7 Mixtral
1848 data-poisoning necessary DB100K TransE None 1 1 7 Mixtral
1849 data-poisoning necessary YAGO4-20 ConvE None 0 0 7 Mixtral
1850 data-poisoning necessary YAGO4-20 ConvE None 0 1 7 Mixtral
1851 data-poisoning necessary YAGO4-20 ConvE None 1 0 7 Mixtral
1852 data-poisoning necessary YAGO4-20 ConvE None 1 1 7 Mixtral
1853 data-poisoning necessary YAGO4-20 ComplEx None 0 0 7 Mixtral
1854 data-poisoning necessary YAGO4-20 ComplEx None 0 1 7 Mixtral
1855 data-poisoning necessary YAGO4-20 ComplEx None 1 0 7 Mixtral
1856 data-poisoning necessary YAGO4-20 ComplEx None 1 1 7 Mixtral
1857 data-poisoning necessary YAGO4-20 TransE None 0 0 7 Mixtral
1858 data-poisoning necessary YAGO4-20 TransE None 0 1 7 Mixtral
1859 data-poisoning necessary YAGO4-20 TransE None 1 0 7 Mixtral
1860 data-poisoning necessary YAGO4-20 TransE None 1 1 7 Mixtral
1861 data-poisoning necessary FB15k-237 ConvE None 0 0 7 Mixtral
1862 data-poisoning necessary FB15k-237 ConvE None 0 1 7 Mixtral
1863 data-poisoning necessary FB15k-237 ConvE None 1 0 7 Mixtral
1864 data-poisoning necessary FB15k-237 ConvE None 1 1 7 Mixtral
1865 data-poisoning necessary FB15k-237 ComplEx None 0 0 7 Mixtral
1866 data-poisoning necessary FB15k-237 ComplEx None 0 1 7 Mixtral
1867 data-poisoning necessary FB15k-237 ComplEx None 1 0 7 Mixtral
1868 data-poisoning necessary FB15k-237 ComplEx None 1 1 7 Mixtral
1869 data-poisoning necessary FB15k-237 TransE None 0 0 7 Mixtral
1870 data-poisoning necessary FB15k-237 TransE None 0 1 7 Mixtral
1871 data-poisoning necessary FB15k-237 TransE None 1 0 7 Mixtral
1872 data-poisoning necessary FB15k-237 TransE None 1 1 7 Mixtral
1873 data-poisoning necessary WN18RR ConvE None 0 0 7 Mixtral
1874 data-poisoning necessary WN18RR ConvE None 0 1 7 Mixtral
1875 data-poisoning necessary WN18RR ConvE None 1 0 7 Mixtral
1876 data-poisoning necessary WN18RR ConvE None 1 1 7 Mixtral
1877 data-poisoning necessary WN18RR ComplEx None 0 0 7 Mixtral
1878 data-poisoning necessary WN18RR ComplEx None 0 1 7 Mixtral
1879 data-poisoning necessary WN18RR ComplEx None 1 0 7 Mixtral
1880 data-poisoning necessary WN18RR ComplEx None 1 1 7 Mixtral
1881 data-poisoning necessary WN18RR TransE None 0 0 7 Mixtral
1882 data-poisoning necessary WN18RR TransE None 0 1 7 Mixtral
1883 data-poisoning necessary WN18RR TransE None 1 0 7 Mixtral
1884 data-poisoning necessary WN18RR TransE None 1 1 7 Mixtral
1885 data-poisoning necessary YAGO3-10 ConvE None 0 0 7 Mixtral
1886 data-poisoning necessary YAGO3-10 ConvE None 0 1 7 Mixtral
1887 data-poisoning necessary YAGO3-10 ConvE None 1 0 7 Mixtral
1888 data-poisoning necessary YAGO3-10 ConvE None 1 1 7 Mixtral
1889 data-poisoning necessary YAGO3-10 ComplEx None 0 0 7 Mixtral
1890 data-poisoning necessary YAGO3-10 ComplEx None 0 1 7 Mixtral
1891 data-poisoning necessary YAGO3-10 ComplEx None 1 0 7 Mixtral
1892 data-poisoning necessary YAGO3-10 ComplEx None 1 1 7 Mixtral
1893 data-poisoning necessary YAGO3-10 TransE None 0 0 7 Mixtral
1894 data-poisoning necessary YAGO3-10 TransE None 0 1 7 Mixtral
1895 data-poisoning necessary YAGO3-10 TransE None 1 0 7 Mixtral
1896 data-poisoning necessary YAGO3-10 TransE None 1 1 7 Mixtral
1897 data-poisoning sufficient DB50K ConvE None 0 0 7 Mixtral
1898 data-poisoning sufficient DB50K ConvE None 0 1 7 Mixtral
1899 data-poisoning sufficient DB50K ConvE None 1 0 7 Mixtral
1900 data-poisoning sufficient DB50K ConvE None 1 1 7 Mixtral
1901 data-poisoning sufficient DB50K ComplEx None 0 0 7 Mixtral
1902 data-poisoning sufficient DB50K ComplEx None 0 1 7 Mixtral
1903 data-poisoning sufficient DB50K ComplEx None 1 0 7 Mixtral
1904 data-poisoning sufficient DB50K ComplEx None 1 1 7 Mixtral
1905 data-poisoning sufficient DB50K TransE None 0 0 7 Mixtral
1906 data-poisoning sufficient DB50K TransE None 0 1 7 Mixtral
1907 data-poisoning sufficient DB50K TransE None 1 0 7 Mixtral
1908 data-poisoning sufficient DB50K TransE None 1 1 7 Mixtral
1909 data-poisoning sufficient DB100K ConvE None 0 0 7 Mixtral
1910 data-poisoning sufficient DB100K ConvE None 0 1 7 Mixtral
1911 data-poisoning sufficient DB100K ConvE None 1 0 7 Mixtral
1912 data-poisoning sufficient DB100K ConvE None 1 1 7 Mixtral
1913 data-poisoning sufficient DB100K ComplEx None 0 0 7 Mixtral
1914 data-poisoning sufficient DB100K ComplEx None 0 1 7 Mixtral
1915 data-poisoning sufficient DB100K ComplEx None 1 0 7 Mixtral
1916 data-poisoning sufficient DB100K ComplEx None 1 1 7 Mixtral
1917 data-poisoning sufficient DB100K TransE None 0 0 7 Mixtral
1918 data-poisoning sufficient DB100K TransE None 0 1 7 Mixtral
1919 data-poisoning sufficient DB100K TransE None 1 0 7 Mixtral
1920 data-poisoning sufficient DB100K TransE None 1 1 7 Mixtral
1921 data-poisoning sufficient YAGO4-20 ConvE None 0 0 7 Mixtral
1922 data-poisoning sufficient YAGO4-20 ConvE None 0 1 7 Mixtral
1923 data-poisoning sufficient YAGO4-20 ConvE None 1 0 7 Mixtral
1924 data-poisoning sufficient YAGO4-20 ConvE None 1 1 7 Mixtral
1925 data-poisoning sufficient YAGO4-20 ComplEx None 0 0 7 Mixtral
1926 data-poisoning sufficient YAGO4-20 ComplEx None 0 1 7 Mixtral
1927 data-poisoning sufficient YAGO4-20 ComplEx None 1 0 7 Mixtral
